gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
CARD14|79092_calculated,0.5858,1.1465,17,q,
UNC45B|146862_calculated,0.5794,0.04,17,q,
PHOSPHO1|162466_calculated,0.5759,0.4178,17,q,
ZNF385C|201181_calculated,0.5685,0.8287,17,q,
OTOP3|347741_calculated,0.5538,2.736,17,q,
FSCN2|25794_calculated,0.5149,0.45,17,q,
GPR142|350383_calculated,0.5016,0.185,17,q,
TMEM132E|124842_calculated,0.4993,0.2353,17,q,
KCNJ2-AS1|400617_calculated,0.4926,0.4006,17,q,
SNORD42A|26809_calculated,0.4697,0.6421,17,q,
CCL3L1|6349|2of2_calculated,0.4664,0.5737,17,q,
KCNH6|81033_calculated,0.4619,0.6183,17,q,
B3GNTL1|146712|2of2_calculated,0.4348,0.3624,17,q,
CD300LB|124599_calculated,0.4231,0.3019,17,q,
QRICH2|84074_calculated,0.4223,0.3927,17,q,
SCARNA20|677681|1of3_calculated,0.4109,0.295,17,q,
TTC25|83538_calculated,0.409,0.3249,17,q,
ARL17B|100506084_calculated,0.3965,0.2196,17,q,
SH3GL1P1|6458_calculated,0.3943,0.2447,17,q,
PNMT|5409_calculated,0.3849,0.8234,17,q,
UTS2R|2837_calculated,0.3811,1.0357,17,q,
MYL4|4635_calculated,0.3756,0.3326,17,q,
CD300LG|146894_calculated,0.369,0.0588,17,q,
B4GALNT2|124872_calculated,0.3676,0.5232,17,q,
PPM1E|22843_calculated,0.365,0.2352,17,q,
RDM1|201299_calculated,0.3641,1.0398,17,q,
KCNJ16|3773_calculated,0.3613,0.939,17,q,
ARGFXP2|503640_calculated,0.3567,0.2074,17,q,
TAC4|255061_calculated,0.3388,0.153,17,q,
RPRML|388394_calculated,0.3302,0.2207,17,q,
HSPB9|94086_calculated,0.3157,0.3599,17,q,
SNORD7|692076_calculated,0.315,0.2905,17,q,
AOC2|314_calculated,0.3079,0.2698,17,q,
ZNF750|79755_calculated,0.2997,3.4531,17,q,
LRRC46|90506_calculated,0.2996,0.4607,17,q,
SNORD1A|677848_calculated,0.2892,0.3141,17,q,
KRT40|125115_calculated,0.2852,1.2892,17,q,
PYY2|23615_calculated,0.2823,0.3128,17,q,
FADS6|283985_calculated,0.2733,0.7805,17,q,
MGAT5B|146664_calculated,0.2724,0.3717,17,q,
C17orf82|388407_calculated,0.2628,0.38,17,q,
LINC00511|400619_calculated,0.262,0.5457,17,q,
ADAM11|4185_calculated,0.2572,0.1238,17,q,
SNORD1B|677849_calculated,0.257,0.3058,17,q,
TCAP|8557_calculated,0.2511,0.4878,17,q,
TSPAN10|83882_calculated,0.2494,0.2619,17,q,
RHBDL3|162494_calculated,0.2472,0.1192,17,q,
KRT24|192666_calculated,0.2439,0.2882,17,q,
KCNH4|23415_calculated,0.2392,0.2095,17,q,
MIR10A|406902_calculated,0.2378,0.0487,17,q,
G6PC|2538_calculated,0.2341,0.4158,17,q,
PPY|5539_calculated,0.2341,0.4679,17,q,
GRIN2C|2905_calculated,0.2284,0.2368,17,q,
TBC1D3|729873_calculated,0.2117,0.1826,17,q,
KRTAP4-1|85285_calculated,0.211,0.3626,17,q,
DNAH17|8632_calculated,0.1972,0.2092,17,q,
LRRC37A|9884_calculated,0.188,0.1168,17,q,
SNORA38B|100124536_calculated,0.1845,0.1883,17,q,
GALR2|8811_calculated,0.1824,0.2345,17,q,
HILS1|373861_calculated,0.1809,0.1144,17,q,
GFAP|2670_calculated,0.1808,0.0496,17,q,
SLC6A4|6532_calculated,0.1749,0.5336,17,q,
BTBD17|388419_calculated,0.1748,0.1114,17,q,
CCL4L2|388372|1of2_calculated,0.1747,0.1602,17,q,
MIR657|724027_calculated,0.1739,0.1714,17,q,
KLHL10|317719_calculated,0.1709,0.0321,17,q,
DLX4|1748_calculated,0.1695,0.8746,17,q,
MYADML2|255275_calculated,0.1631,0.3722,17,q,
SEBOX|645832_calculated,0.1582,0.076,17,q,
LINC00482|284185_calculated,0.1573,0.2718,17,q,
STAC2|342667_calculated,0.1551,0.0718,17,q,
SH3GL1P2|6459_calculated,0.1534,0.0772,17,q,
C17orf50|146853_calculated,0.1533,0.1045,17,q,
CACNA1G|8913_calculated,0.1503,0.0409,17,q,
GCGR|2642_calculated,0.1481,0.0526,17,q,
WFIKKN2|124857_calculated,0.1465,0.0302,17,q,
SCN4A|6329_calculated,0.1419,0.044,17,q,
ANKFN1|162282_calculated,0.1407,0.2017,17,q,
WNT9B|7484_calculated,0.1399,0.0542,17,q,
MYCBPAP|84073_calculated,0.1354,0.0898,17,q,
DLX3|1747_calculated,0.1334,1.1057,17,q,
MIR454|768216_calculated,0.133,0.078,17,q,
C17orf77|146723_calculated,0.1299,0.1397,17,q,
C17orf104|284071_calculated,0.128,0.1237,17,q,
CCL16|6360_calculated,0.1252,0.067,17,q,
LHX1|3975_calculated,0.1155,0.1763,17,q,
AANAT|15_calculated,0.1121,0.0785,17,q,
MIR634|693219_calculated,0.1115,0.0535,17,q,
HCRT|3060_calculated,0.1092,0.1465,17,q,
TEX14|56155_calculated,0.1076,0.0734,17,q,
C17orf47|284083_calculated,0.1059,0.1029,17,q,
EFCAB5|374786_calculated,0.1022,0.0902,17,q,
TBC1D3P1-DHX40P1|653645_calculated,0.0958,0.0887,17,q,
MIR193A|406968_calculated,0.0955,0.0903,17,q,
HSF5|124535_calculated,0.0943,0.0378,17,q,
ITGA2B|3674_calculated,0.0913,0.0816,17,q,
CCL3L1|6349|1of2_calculated,0.0867,0.1257,17,q,
FAM215A|23591_calculated,0.0865,0.0683,17,q,
CACNG5|27091_calculated,0.0843,0.0305,17,q,
SCARNA20|677681|2of3_calculated,0.0819,0.0513,17,q,
TMIGD1|388364_calculated,0.0745,0.2253,17,q,
CACNG1|786_calculated,0.0722,0.0375,17,q,
TMEM105|284186_calculated,0.0722,0.1222,17,q,
SPACA3|124912_calculated,0.0705,0.0921,17,q,
MIR338|442906_calculated,0.0698,0.0347,17,q,
SLFN14|342618_calculated,0.0692,0.0243,17,q,
SCARNA16|677781|2of2_calculated,0.0669,0.0238,17,q,
MSX2P1|55545_calculated,0.0665,0.0262,17,q,
SCARNA20|677681|3of3_calculated,0.0659,0.0228,17,q,
C17orf99|100141515_calculated,0.0646,0.0529,17,q,
KRTAP3-3|85293_calculated,0.0629,0.0557,17,q,
GAS2L2|246176_calculated,0.0617,0.0598,17,q,
CA10|56934_calculated,0.0589,0.0719,17,q,
KRT27|342574_calculated,0.0539,0.1736,17,q,
LRRC37A11P|342666_calculated,0.049,0.0323,17,q,
USH1G|124590_calculated,0.049,0.2127,17,q,
KRT12|3859_calculated,0.0479,0.3808,17,q,
KRTAP3-1|83896_calculated,0.0479,3.8095,17,q,
PPP1R27|116729_calculated,0.047,0.1204,17,q,
EPX|8288_calculated,0.0464,0.0329,17,q,
SLC4A1|6521_calculated,0.0453,0.0362,17,q,
CCL1|6346_calculated,0.0449,0.0947,17,q,
DNAI2|64446_calculated,0.0449,0.041,17,q,
ZPBP2|124626_calculated,0.0443,0.0577,17,q,
C17orf98|388381_calculated,0.0439,0.0603,17,q,
CD300LD|100131439_calculated,0.0433,0.0409,17,q,
C17orf64|124773_calculated,0.041,0.0566,17,q,
ARL5C|390790_calculated,0.0379,0.021,17,q,
STH|246744_calculated,0.0368,0.0087,17,q,
MIR365B|100126356_calculated,0.0365,0.0104,17,q,
LRRC3C|100505591_calculated,0.0362,0.0433,17,q,
MARCH10|162333_calculated,0.0357,0.031,17,q,
TCAM1P|146771_calculated,0.0345,0.2383,17,q,
GPR179|440435_calculated,0.0338,0.031,17,q,
KRT36|8689_calculated,0.0333,0.0721,17,q,
SLC35G3|146861_calculated,0.0301,0.023,17,q,
LPO|4025_calculated,0.0295,0.0499,17,q,
KRT42P|284116_calculated,0.0269,0.0678,17,q,
NACA2|342538_calculated,0.0264,0.0366,17,q,
MIR152|406943_calculated,0.0252,0.0063,17,q,
CCL4L2|388372|2of2_calculated,0.0251,0.0275,17,q,
KRT39|390792_calculated,0.025,0.1798,17,q,
KRTAP2-3|730755_calculated,0.024,0.093,17,q,
TBC1D29|26083_calculated,0.0231,0.0164,17,q,
HOXB1|3211_calculated,0.0218,0.0233,17,q,
AATK-AS1|388428_calculated,0.0212,0.0196,17,q,
KRTAP1-1|81851_calculated,0.019,0.0272,17,q,
MAPT-IT1|100130148_calculated,0.0189,0.0056,17,q,
OTOP2|92736_calculated,0.0184,0.0881,17,q,
KRT32|3882_calculated,0.0181,0.0842,17,q,
KRTAP9-4|85280_calculated,0.0177,0.0121,17,q,
KRTAP3-2|83897_calculated,0.0172,0.6894,17,q,
KRT18P55|284085_calculated,0.0171,0.0343,17,q,
KRT34|3885_calculated,0.0167,0.064,17,q,
KRTAP16-1|100505753_calculated,0.0164,0.0078,17,q,
KRT9|3857_calculated,0.016,0.0659,17,q,
MAPT-AS1|100128977_calculated,0.0158,0.0049,17,q,
TEX19|400629_calculated,0.0154,0.3139,17,q,
TBC1D3B|414059_calculated,0.0138,0.0117,17,q,
KRTAP9-9|81870_calculated,0.0137,0.0028,17,q,
KRT25|147183_calculated,0.0128,0.0108,17,q,
KRTAP1-5|83895_calculated,0.0125,0.0273,17,q,
FBXO47|494188_calculated,0.012,0.0243,17,q,
MIR301A|407027_calculated,0.0114,0.0071,17,q,
KRTAP4-6|81871_calculated,0.0102,0.0177,17,q,
KRT33B|3884_calculated,0.0093,0.0209,17,q,
KRTAP4-4|84616_calculated,0.0091,0.0075,17,q,
LYZL6|57151_calculated,0.0091,0.0124,17,q,
MIR548D2|693131_calculated,0.0089,0.0062,17,q,
OR4D1|26689_calculated,0.0087,0.007,17,q,
KRTAP9-1|728318_calculated,0.008,0.013,17,q,
C17orf105|284067_calculated,0.0079,0.007,17,q,
PPY2|23614_calculated,0.0079,0.0618,17,q,
TMEM235|283999_calculated,0.0078,0.0069,17,q,
KRTAP4-12|83755_calculated,0.0076,0.07,17,q,
NSFP1|728806_calculated,0.007,0.0027,17,q,
KIF2B|84643|1of2_calculated,0.0067,0.0098,17,q,
EFCAB3|146779_calculated,0.0065,0.0114,17,q,
C17orf102|400591_calculated,0.0064,0.0027,17,q,
KRT33A|3883_calculated,0.0064,0.0429,17,q,
KRTAP9-3|83900_calculated,0.0063,0.004,17,q,
TBC1D3C|414060_calculated,0.0063,0.0093,17,q,
KIF2B|84643|2of2_calculated,0.0058,0.009,17,q,
LINC00469|283982_calculated,0.0058,0.016,17,q,
C17orf112|100506650_calculated,0.0057,0.0038,17,q,
MIR144|406936_calculated,0.0055,0.0078,17,q,
KRT35|3886_calculated,0.0052,0.01,17,q,
KRTAP1-3|81850_calculated,0.0051,0.0079,17,q,
KRTAP2-2|728279_calculated,0.005,0.0055,17,q,
KRTAP4-11|653240_calculated,0.0049,0.0272,17,q,
MIR451A|574411_calculated,0.0049,0.0055,17,q,
KRT31|3881_calculated,0.0047,0.1966,17,q,
KRTAP9-8|83901_calculated,0.0044,0.0061,17,q,
KRTAP17-1|83902_calculated,0.0036,0.007,17,q,
KRTAP4-5|85289_calculated,0.0035,0.0031,17,q,
TBC1D3P5|440419_calculated,0.0032,0.003,17,q,
KRT38|8687_calculated,0.0031,0.0173,17,q,
KRTAP4-3|85290_calculated,0.003,0.003,17,q,
KRTAP4-8|728224_calculated,0.0028,0.0087,17,q,
KRT28|162605_calculated,0.0026,0.0044,17,q,
KRT26|353288_calculated,0.0021,0.0053,17,q,
SPPL2C|162540_calculated,0.0019,0.0022,17,q,
TBC1D3P2|440452_calculated,0.0016,0.0019,17,q,
KRT37|8688_calculated,0.0015,0.0118,17,q,
OR4D2|124538_calculated,0.0012,0.0011,17,q,
KRTAP4-9|100132386_calculated,0.0008,0.0017,17,q,
KRTAP9-2|83899_calculated,0.0008,0.0021,17,q,
KRTAP4-2|85291_calculated,0.0007,0.0033,17,q,
KRTAP2-4|85294_calculated,0.0006,0.0031,17,q,
KRTAP4-7|100132476_calculated,0.0004,0.0019,17,q,
KRTAP2-1|81872_calculated,0,0.0014,17,q,
MIR5047|100616408_calculated,25.287,18.2052,17,,
MIR4523|100616122_calculated,5.196,3.5911,17,,
MIR4728|100616132_calculated,3.2832,14.829,17,,
MIR4737|100616210_calculated,1.8639,1.5117,17,,
MIR3184|100423003_calculated,0.9036,0.3761,17,,
MIR3185|100422978_calculated,0.7807,1.2439,17,,
MIR4730|100616359_calculated,0.4245,0.2342,17,,
MIR1203|100302211_calculated,0.3147,0.1101,17,,
MIR4723|100616388_calculated,0.3027,0.3482,17,,
MIR4729|100616204_calculated,0.2516,0.0912,17,,
MIR3183|100422835_calculated,0.2454,0.1336,17,,
MIR3186|100422944_calculated,0.2435,0.1406,17,,
MIR1288|100302124_calculated,0.2391,0.0818,17,,
MIR4740|100616294_calculated,0.2305,0.1693,17,,
MIR4524A|100616316_calculated,0.1547,0.0278,17,,
MIR4726|100616153_calculated,0.1545,0.16,17,,
MIR1180|100302256_calculated,0.1517,0.0522,17,,
MIR2909|100422969_calculated,0.1334,0.0876,17,,
MIR4731|100616125_calculated,0.1182,0.0491,17,,
MIR4521|100616406_calculated,0.1058,0.0488,17,,
MIR4734|100616203_calculated,0.0904,0.0727,17,,
MIR1250|100302229_calculated,0.0725,0.0253,17,,
MIR3065|100422915_calculated,0.0699,0.0346,17,,
MIR4316|100422851_calculated,0.0572,0.0439,17,,
MIR4736|100616220_calculated,0.0447,0.0072,17,,
MIR4725|100616449_calculated,0.0429,0.0159,17,,
MIR4727|100616416_calculated,0.0389,0.0337,17,,
MIR4733|100616266_calculated,0.0299,0.0155,17,,
MIR4739|100616170_calculated,0.0285,0.0109,17,,
MIR4522|100616277_calculated,0.0264,0.023,17,,
MIR2117|100313779_calculated,0.0259,0.03,17,,
MIR4738|100616282_calculated,0.023,0.0558,17,,
MIR3678|100500841_calculated,0.0188,0.014,17,,
MIR4314|100422983_calculated,0.0177,0.0097,17,,
MIR4732|100616385_calculated,0.0134,0.0082,17,,
MIR548AA2|100500895_calculated,0.0094,0.0079,17,,
MIR1253|100302208_calculated,0.0057,0.0053,17,,
MIR451B|100616273_calculated,0.0049,0.0055,17,,
